title,price,district,location,link
1-комнатная квартира · 33 м² · 6/9 этаж,16 499 000 〒,Кудайбердыулы,"Алматы р-н, Кудайбердыулы",https://krisha.kz/a/show/762060404
3-комнатная квартира · 72 м² · 2/12 этаж,49 800 000 〒,Бокейхана 40,"Есильский р-н, Бокейхана 40",https://krisha.kz/a/show/762200295
2-комнатная квартира · 70 м² · 10/12 этаж,53 000 000 〒,Бухар жырау 27,"Есильский р-н, Бухар жырау 27",https://krisha.kz/a/show/1000285786
2-комнатная квартира · 65.9 м² · 9/9 этаж,40 000 000 〒,УлыДала 35 — Кабанбай батыра и Улы-дала,"Есильский р-н, УлыДала 35 — Кабанбай батыра и Улы-дала",https://krisha.kz/a/show/696854297
3-комнатная квартира · 72 м² · 2/12 этаж,28 000 000 〒,Р. Кошкарбаева 50 — Жумабаева,"Алматы р-н, Р. Кошкарбаева 50 — Жумабаева",https://krisha.kz/a/show/761246574
2-комнатная квартира · 63 м² · 1/5 этаж,22 500 000 〒,Шалкоде 9а,"Алматы р-н, Шалкоде 9а",https://krisha.kz/a/show/761010870
2-комнатная квартира · 67 м² · 9/10 этаж,41 000 000 〒,Култегин 15,"Нура р-н, Култегин 15",https://krisha.kz/a/show/762077885
2-комнатная квартира · 60 м² · 12/12 этаж,28 000 000 〒,Шамши Калдаяков 27,"Алматы р-н, Шамши Калдаяков 27",https://krisha.kz/a/show/760177708
3-комнатная квартира · 90 м² · 3/10 этаж,36 000 000 〒,Сыганак 18/1,"Есильский р-н, Сыганак 18/1",https://krisha.kz/a/show/761255220
1-комнатная квартира · 38 м² · 15/16 этаж,22 000 000 〒,Мангилик Ел 17,"Есильский р-н, Мангилик Ел 17",https://krisha.kz/a/show/695483742
3-комнатная квартира · 103 м² · 3/21 этаж,68 500 000 〒,Кабанбай батыра 29 — Сыганак,"Нура р-н, Кабанбай батыра 29 — Сыганак",https://krisha.kz/a/show/762210053
2-комнатная квартира · 80 м² · 9/12 этаж,34 000 000 〒,Нарикбаева 11,"Есильский р-н, Нарикбаева 11",https://krisha.kz/a/show/699380086
3-комнатная квартира · 85.6 м² · 4/9 этаж,55 000 000 〒,Туран 57/4 — Бухар Жырау,"Нура р-н, Туран 57/4 — Бухар Жырау",https://krisha.kz/a/show/761498808
2-комнатная квартира · 56.1 м² · 15/18 этаж,20 500 000 〒,Кошкарбаева 56,"Алматы р-н, Кошкарбаева 56",https://krisha.kz/a/show/1000365236
2-комнатная квартира · 55 м² · 3/6 этаж,21 500 000 〒,Косшыгулулы 13/4,"Сарыарка р-н, Косшыгулулы 13/4",https://krisha.kz/a/show/761238012
1-комнатная квартира · 50.2 м² · 3/7 этаж,20 000 000 〒,Кудайберды Улы 7 поликлиника,"Алматы р-н, Иле 30/1 — Кошкарбаева, Кудайберды Улы 7 поликлиника",https://krisha.kz/a/show/698315717
2-комнатная квартира · 48.4 м² · 6/10 этаж,42 500 000 〒,Абубакир Тыныбаев 5 — Анатолий Храпатый,"Алматы р-н, Абубакир Тыныбаев 5 — Анатолий Храпатый",https://krisha.kz/a/show/762325289
2-комнатная квартира · 55 м² · 7/13 этаж,23 500 000 〒,Кудайбердыулы 25/1,"Алматы р-н, Кудайбердыулы 25/1",https://krisha.kz/a/show/761365855
3-комнатная квартира · 73.2 м² · 4/18 этаж,29 500 000 〒,Ахмета Байтурсынова 41/1,"Сарайшык р-н, Ахмета Байтурсынова 41/1",https://krisha.kz/a/show/762325663
3-комнатная квартира · 87.7 м² · 4/9 этаж,65 000 000 〒,Панфилова 11/1,"Алматы р-н, Панфилова 11/1",https://krisha.kz/a/show/1000335169
3-комнатная квартира · 75 м² · 10/10 этаж,28 000 000 〒,Отырар 10 — Сейфуллина,"р-н Байконур, Отырар 10 — Сейфуллина",https://krisha.kz/a/show/761233624
1-комнатная квартира · 34.3 м² · 1/12 этаж,17 800 000 〒,Шамши Калдаяков 27,"Алматы р-н, Шамши Калдаяков 27",https://krisha.kz/a/show/761054969
2-комнатная квартира · 55 м² · 7/8 этаж,26 500 000 〒,15,"Нура р-н, Маметова 2/1, 15",https://krisha.kz/a/show/760467532
3-комнатная квартира · 115 м² · 14/16 этаж,125 000 000 〒,Улы дала 39,"Есильский р-н, Улы дала 39",https://krisha.kz/a/show/697520645
3-комнатная квартира · 80 м² · 4/9 этаж,39 000 000 〒,Сауран 12/1 — Сауран-Алматы,"Есильский р-н, Сауран 12/1 — Сауран-Алматы",https://krisha.kz/a/show/760528602
3-комнатная квартира · 114.3 м² · 6/7 этаж,85 000 000 〒,Шамши Калдаякова 4 — САМОЕ ВЫГОДНОЕ ПРЕДЛОЖЕНИЕ В ДАННОМ ЖК,"Алматы р-н, Шамши Калдаякова 4 — САМОЕ ВЫГОДНОЕ ПРЕДЛОЖЕНИЕ В ДАННОМ ЖК",https://krisha.kz/a/show/1000371196
2-комнатная квартира · 78 м² · 2/12 этаж,40 000 000 〒,Алтыбакан 1,"Алматы р-н, Алтыбакан 1",https://krisha.kz/a/show/692554977
1-комнатная квартира · 36 м² · 3/15 этаж,19 800 000 〒,Кошкарбаева 32/1,"Алматы р-н, Кошкарбаева 32/1",https://krisha.kz/a/show/1000335581
1-комнатная квартира · 36.1 м² · 8/12 этаж,16 400 000 〒,Ахмет Байтурсынулы 18 — Школа Бином им А.Байтурсынова,"Алматы р-н, Ахмет Байтурсынулы 18 — Школа Бином им А.Байтурсынова",https://krisha.kz/a/show/693854244
2-комнатная квартира · 44.2 м² · 11/17 этаж,33 200 000 〒,Барыс Арена,"Есильский р-н, Туран 50/3, 50/4, 50/5 — Ботанический сад, Астана Арена, Алау, Барыс Арена",https://krisha.kz/a/show/761989936
3-комнатная квартира · 85 м² · 2/9 этаж,35 500 000 〒,Пушкина,"Алматы р-н, Пушкина",https://krisha.kz/a/show/1000323680
2-комнатная квартира · 70 м² · 2/12 этаж,23 500 000 〒,Кумисбекова 7/1,"Сарыарка р-н, Кумисбекова 7/1",https://krisha.kz/a/show/762272675
3-комнатная квартира · 90 м² · 5/13 этаж,39 500 000 〒,Кудайбердиулы,"Алматы р-н, Кудайбердиулы",https://krisha.kz/a/show/1000291427
2-комнатная квартира · 41 м² · 12/13 этаж,28 000 000 〒,12/1,"Есильский р-н, Толе би 25, 25А, 14, 14/1, 12, 12/2, 12/1",https://krisha.kz/a/show/1000203748
7-комнатная квартира · 270 м² · 17/18 этаж,270 000 000 〒,Акмешит 9 — Ул.Бухар Жырау,"Нура р-н, Акмешит 9 — Ул.Бухар Жырау",https://krisha.kz/a/show/1000116723
3-комнатная квартира · 77 м² · 4/12 этаж,61 500 000 〒,Мухамедханова 4/2 — 306,"Есильский р-н, Мухамедханова 4/2 — 306",https://krisha.kz/a/show/762077183
5-комнатная квартира · 147 м² · 4/10 этаж,75 000 000 〒,А. Бокейханова 8,"Есильский р-н, А. Бокейханова 8",https://krisha.kz/a/show/1000210940
2-комнатная квартира · 46 м² · 3/17 этаж,37 500 000 〒,52/3,"Есильский р-н, Туран 52/2, 52/3",https://krisha.kz/a/show/762147810
3-комнатная квартира · 80 м² · 15/16 этаж,38 500 000 〒,А. Байтурсынова 23/2 — Кошкарбаева,"Алматы р-н, А. Байтурсынова 23/2 — Кошкарбаева",https://krisha.kz/a/show/699995500
2-комнатная квартира · 40.7 м² · 5/5 этаж,16 000 000 〒,Московская 26/1 — Московская- Победа-Сарыарка-Богенбая,"Сарыарка р-н, Московская 26/1 — Московская- Победа-Сарыарка-Богенбая",https://krisha.kz/a/show/761769921
1-комнатная квартира · 45 м² · 15/16 этаж,24 000 000 〒,Кошкарбаева 23/2 — Хазрет султан,"Алматы р-н, Кошкарбаева 23/2 — Хазрет султан",https://krisha.kz/a/show/761050862
2-комнатная квартира · 51.5 м² · 11/19 этаж,32 500 000 〒,Кабанбай батыр 4/2,"Есильский р-н, мкр Шубар, Кабанбай батыр 4/2",https://krisha.kz/a/show/1000377157
1-комнатная квартира · 37 м² · 4/5 этаж,13 000 000 〒,Ы. Алтынсарина,"Сарыарка р-н, Ы. Алтынсарина",https://krisha.kz/a/show/1000299882
2-комнатная квартира · 62 м² · 5/12 этаж,26 800 000 〒,Сыганак 25/1 — СРОЧНАЯ ПРОДАЖА!!!,"Нура р-н, Сыганак 25/1 — СРОЧНАЯ ПРОДАЖА!!!",https://krisha.kz/a/show/762006931
1-комнатная квартира · 36 м² · 3/5 этаж,15 700 000 〒,Абылайана 11/4,"Алматы р-н, Абылайана 11/4",https://krisha.kz/a/show/762072538
1-комнатная квартира · 25 м² · 2/3 этаж,11 000 000 〒,Ошакты 11 — Обаган - Ошакты,"Алматы р-н, Ошакты 11 — Обаган - Ошакты",https://krisha.kz/a/show/698945487
1-комнатная квартира · 35 м² · 1/5 этаж,14 900 000 〒,Шугыла 17,"Сарыарка р-н, Шугыла 17",https://krisha.kz/a/show/762256611
1-комнатная квартира · 45 м² · 5/7 этаж,23 500 000 〒,Жанибек хандар,"Есильский р-н, Керей, Жанибек хандар",https://krisha.kz/a/show/1000200253
2-комнатная квартира · 71.3 м² · 1/6 этаж,39 000 000 〒,Кабанбай батыра 60/16,"Есильский р-н, Кабанбай батыра 60/16",https://krisha.kz/a/show/761933400
2-комнатная квартира · 60 м² · 8/9 этаж,36 500 000 〒,Толе би 46,"Нура р-н, Толе би 46",https://krisha.kz/a/show/1000329240
1-комнатная квартира · 53.8 м² · 12/13 этаж,27 000 000 〒,Керей и Жанибек хандар 22,"Есильский р-н, Керей и Жанибек хандар 22",https://krisha.kz/a/show/1000324629
1-комнатная квартира · 38 м² · 2/24 этаж,20 000 000 〒,Кайыма Мухамедханова 17,"Есильский р-н, Кайыма Мухамедханова 17",https://krisha.kz/a/show/1000345644
2-комнатная квартира · 64 м² · 9/12 этаж,37 500 000 〒,Санжара Асфендиярова 8,"Есильский р-н, Санжара Асфендиярова 8",https://krisha.kz/a/show/1000376750
1-комнатная квартира · 38 м² · 4/5 этаж,18 000 000 〒,Серкебаева 43,"Сарыарка р-н, Серкебаева 43",https://krisha.kz/a/show/1000378095
2-комнатная квартира · 52.7 м² · 10/11 этаж,25 800 000 〒,Сыганак 64/1 — Напротив Абу-Даби Плаза,"Есильский р-н, Сыганак 64/1 — Напротив Абу-Даби Плаза",https://krisha.kz/a/show/698583624
3-комнатная квартира · 72.3 м² · 2/12 этаж,46 500 000 〒,Сыганак 13 — Сыганак-Анет Баба,"Нура р-н, Сыганак 13 — Сыганак-Анет Баба",https://krisha.kz/a/show/1000304711
2-комнатная квартира · 53.3 м² · 21/21 этаж,28 600 000 〒,Мангилик Ел 62,"Есильский р-н, Мангилик Ел 62",https://krisha.kz/a/show/761560688
4-комнатная квартира · 137.2 м² · 3/20 этаж,110 000 000 〒,Кабанбай батыра 43А,"Есильский р-н, Кабанбай батыра 43А",https://krisha.kz/a/show/762229486
1-комнатная квартира · 37 м² · 2/9 этаж,26 500 000 〒,Нажимеденов 28/1 — Кенен Азербаева,"Алматы р-н, Нажимеденов 28/1 — Кенен Азербаева",https://krisha.kz/a/show/762203030
2-комнатная квартира · 40 м² · 7/17 этаж,26 000 000 〒,Ул 37,"Есильский р-н, Хусейн Бен Талал 39 — Т.Рыскулова , Ул 37",https://krisha.kz/a/show/762237620
3-комнатная квартира · 85.3 м² · 8/9 этаж,37 500 000 〒,Жургенова 34 — Кошкарбаева Жумабаева,"Алматы р-н, Жургенова 34 — Кошкарбаева Жумабаева",https://krisha.kz/a/show/762077981
2-комнатная квартира · 72 м² · 5/9 этаж,33 500 000 〒,ул. Абая-пр. Сарыарка — Абая 18,"Сарыарка р-н, ул. Абая-пр. Сарыарка — Абая 18",https://krisha.kz/a/show/698185709
2-комнатная квартира · 61 м² · 4/19 этаж,32 500 000 〒,9/3,"Алматы р-н, Калибек Куанышбаев, 9/1, 9/2, 9/3",https://krisha.kz/a/show/762256682
1-комнатная квартира · 45 м² · 6/14 этаж,18 000 000 〒,Нургиса Тлендиева 42,"Сарыарка р-н, Нургиса Тлендиева 42",https://krisha.kz/a/show/1000212562
2-комнатная квартира · 43 м² · 3/14 этаж,21 800 000 〒,Шамши Калдаяков 44 — Ұлы Дала,"Алматы р-н, Шамши Калдаяков 44 — Ұлы Дала",https://krisha.kz/a/show/762229447
1-комнатная квартира · 36 м² · 1/5 этаж,16 000 000 〒,Жумабаева 9/1,"Алматы р-н, Жумабаева 9/1",https://krisha.kz/a/show/762058432
4-комнатная квартира · 153.6 м² · 5/15 этаж,65 000 000 〒,Алихана Бокейхана 16 — Алихана Бокейхан и Бухарбай батыр,"Сарыарка р-н, Алихана Бокейхана 16 — Алихана Бокейхан и Бухарбай батыр",https://krisha.kz/a/show/698615782
3-комнатная квартира · 96 м² · 6/21 этаж,30 700 000 〒,Косшигулы 6,"Сарыарка р-н, Косшигулы 6",https://krisha.kz/a/show/762171483
2-комнатная квартира · 52.1 м² · 21/22 этаж,33 000 000 〒,Мангилик Ел 54,"Есильский р-н, Мангилик Ел 54",https://krisha.kz/a/show/761817142
2-комнатная квартира · 55.7 м² · 2/9 этаж,24 000 000 〒,Кудайбердыулы 29/1,"Алматы р-н, Кудайбердыулы 29/1",https://krisha.kz/a/show/1000208367
2-комнатная квартира · 67 м² · 2/10 этаж,34 500 000 〒,Умай Ана 14 — Университет КазГЮА,"Нура р-н, Умай Ана 14 — Университет КазГЮА",https://krisha.kz/a/show/762250190
3-комнатная квартира · 107.8 м² · 9/14 этаж,45 000 000 〒,Тараса Шевченко,"Сарыарка р-н, Тараса Шевченко",https://krisha.kz/a/show/686878346
2-комнатная квартира · 48 м² · 4/7 этаж,36 000 000 〒,Улы дала 58/1,"Есильский р-н, Улы дала 58/1",https://krisha.kz/a/show/761956389
3-комнатная квартира · 103.2 м² · 4/8 этаж,69 000 000 〒,Алихана Бокейханова 27/1,Алихана Бокейханова 27/1,https://krisha.kz/a/show/696984877
2-комнатная квартира · 80.21 м² · 5/12 этаж,68 000 000 〒,Бухар жырау 26,"Есильский р-н, Бухар жырау 26",https://krisha.kz/a/show/760254590
2-комнатная квартира · 50 м² · 15/22 этаж,36 000 000 〒,Мангилик ел 54 — Мангилик ел - А.Кекильбаев,"Нура р-н, Мангилик ел 54 — Мангилик ел - А.Кекильбаев",https://krisha.kz/a/show/696393560
4-комнатная квартира · 141 м²,68 000 000 〒,Бердыбек Сокпакбаева 4,"Сарыарка р-н, Бердыбек Сокпакбаева 4",https://krisha.kz/a/show/762021456
2-комнатная квартира · 36 м² · 2/5 этаж,17 600 000 〒,Манаса 20/2,"Алматы р-н, Манаса 20/2",https://krisha.kz/a/show/697087953
1-комнатная квартира · 43 м² · 9/9 этаж,19 500 000 〒,Сейфуллина 3,"Сарыарка р-н, Сейфуллина 3",https://krisha.kz/a/show/697080351
1-комнатная квартира · 40.7 м² · 6/12 этаж,21 500 000 〒,Нажимеденова 23/1,Нажимеденова 23/1,https://krisha.kz/a/show/761570495
4-комнатная квартира · 176.5 м² · 5/7 этаж,160 000 000 〒,Керей-Жанибек хандар 44/4,"Есильский р-н, Керей-Жанибек хандар 44/4",https://krisha.kz/a/show/760881028
3-комнатная квартира · 75 м² · 6/9 этаж,49 600 000 〒,Сыганак 52/1 — Кабанбай батыра,"Есильский р-н, Сыганак 52/1 — Кабанбай батыра",https://krisha.kz/a/show/760139704
7-комнатная квартира · 260 м² · 13/20 этаж,290 000 000 〒,Бухар жырау 26 — Кабанбай батыра,"Есильский р-н, Бухар жырау 26 — Кабанбай батыра",https://krisha.kz/a/show/698485406
1-комнатная квартира · 47 м² · 11/22 этаж,20 000 000 〒,Тауелсиздик 25,"Алматы р-н, Тауелсиздик 25",https://krisha.kz/a/show/762006863
1-комнатная квартира · 47 м² · 11/22 этаж,20 000 000 〒,Тауелсиздик 25,"Алматы р-н, Тауелсиздик 25",https://krisha.kz/a/show/762006863
2-комнатная квартира · 52 м² · 3/6 этаж,19 000 000 〒,Суворова 16,"Сарыарка р-н, Суворова 16",https://krisha.kz/a/show/699283670
1-комнатная квартира · 38.7 м² · 8/8 этаж,28 000 000 〒,Кайым мухамедханова 10,"Нура р-н, Кайым мухамедханова 10",https://krisha.kz/a/show/1000263409
2-комнатная квартира · 70 м² · 12/12 этаж,36 999 999 〒,Ахмет Байтурсынулы 18,"Алматы р-н, Ахмет Байтурсынулы 18",https://krisha.kz/a/show/762150174
3-комнатная квартира · 70.43 м² · 5/9 этаж,35 700 000 〒,Е-321 6/2 — Район новой центральной Мечети,"Есильский р-н, Е-321 6/2 — Район новой центральной Мечети",https://krisha.kz/a/show/760482958
2-комнатная квартира · 48 м² · 4/9 этаж,40 000 000 〒,Анатолий Храпатый 14 — Тауелсиздик,"Алматы р-н, Анатолий Храпатый 14 — Тауелсиздик",https://krisha.kz/a/show/1000150211
2-комнатная квартира · 62 м² · 17/22 этаж,56 900 000 〒,Туран 39а — Возле ТРЦ Хан Шатыр,"Нура р-н, Туран 39а — Возле ТРЦ Хан Шатыр",https://krisha.kz/a/show/762234547
2-комнатная квартира · 92 м² · 9/9 этаж,35 000 000 〒,Достык 10 — Сауран,"Есильский р-н, Достык 10 — Сауран",https://krisha.kz/a/show/762251937
2-комнатная квартира · 55 м² · 9/9 этаж,27 500 000 〒,Косшыгулулы 15,"Сарыарка р-н, Косшыгулулы 15",https://krisha.kz/a/show/697085341
2-комнатная квартира · 44 м² · 5/5 этаж,16 000 000 〒,Бейбитшилик 23,"Сарыарка р-н, Бейбитшилик 23",https://krisha.kz/a/show/1000116434
2-комнатная квартира · 63 м² · 11/12 этаж,37 500 000 〒,Қалдаяқова 25,"Сарайшык р-н, Қалдаяқова 25",https://krisha.kz/a/show/761954611
3-комнатная квартира · 78.4 м² · 2/9 этаж,38 000 000 〒,Керей жанибек хандар 9 — Алматы,"Есильский р-н, Керей жанибек хандар 9 — Алматы",https://krisha.kz/a/show/761774563
2-комнатная квартира · 57.5 м² · 5/9 этаж,25 000 000 〒,Мустафина 21/5-7 — 7 полеклиника,"Алматы р-н, Мустафина 21/5-7 — 7 полеклиника",https://krisha.kz/a/show/761385624
3-комнатная квартира · 75.5 м² · 13/24 этаж,43 900 000 〒,Е 882 5,"Нура р-н, Е 882 5",https://krisha.kz/a/show/761228604
2-комнатная квартира · 69 м² · 7/9 этаж,49 500 000 〒,Анатолий Хропатый 17 — Калдаякова,"Алматы р-н, Анатолий Хропатый 17 — Калдаякова",https://krisha.kz/a/show/760843514
2-комнатная квартира · 65.7 м² · 2/9 этаж,33 000 000 〒,Сатпаева 31,"Алматы р-н, Сатпаева 31",https://krisha.kz/a/show/761691125
2-комнатная квартира · 62 м² · 10/10 этаж,41 000 000 〒,Алихана Бокейхана 15/1,"Есильский р-н, Алихана Бокейхана 15/1",https://krisha.kz/a/show/688787405
2-комнатная квартира · 70 м² · 10/10 этаж,24 700 000 〒,Кюйши Дины,"Алматы р-н, Кюйши Дины",https://krisha.kz/a/show/760839146
2-комнатная квартира · 57 м² · 3/11 этаж,23 500 000 〒,Кошкарбаева 50,"Алматы р-н, Кошкарбаева 50",https://krisha.kz/a/show/761749788
1-комнатная квартира · 46 м² · 5/25 этаж,19 000 000 〒,Тауелсиздик 25 блок 1,"Алматы р-н, Тауелсиздик 25 блок 1",https://krisha.kz/a/show/1000343495
1-комнатная квартира · 45 м² · 4/12 этаж,26 999 000 〒,Толе би 18 — ГОРЯЧАЯ ЦЕНА,"Есильский р-н, Толе би 18 — ГОРЯЧАЯ ЦЕНА",https://krisha.kz/a/show/1000260310
2-комнатная квартира · 43.6 м² · 11/19 этаж,28 500 000 〒,Кабанбай-батыра 4/2,"Есильский р-н, мкр Шубар, Кабанбай-батыра 4/2",https://krisha.kz/a/show/1000377764
1-комнатная квартира · 34 м² · 3/13 этаж,20 300 000 〒,Тауелсиздик 34/9 — Момышулы,"Алматы р-н, Тауелсиздик 34/9 — Момышулы",https://krisha.kz/a/show/762090279
2-комнатная квартира · 60.9 м² · 21/24 этаж,32 500 000 〒,Кайыма Мухамедханова 15,"Нура р-н, Кайыма Мухамедханова 15",https://krisha.kz/a/show/761538552
3-комнатная квартира · 104 м² · 8/22 этаж,133 000 000 〒,Достык 1/А — бульвар Нуржол,"Есильский р-н, Достык 1/А — бульвар Нуржол",https://krisha.kz/a/show/761972247
2-комнатная квартира · 54 м² · 12/12 этаж,17 000 000 〒,А-52 8/1 — Нажимеденова,"Алматы р-н, А-52 8/1 — Нажимеденова",https://krisha.kz/a/show/1000320537
2-комнатная квартира · 54.4 м² · 9 этаж,20 500 000 〒,Косшыгулулы,"Сарыарка р-н, Косшыгулулы",https://krisha.kz/a/show/760456113
2-комнатная квартира · 53.3 м² · 6/9 этаж,23 900 000 〒,Сыганак 4,"Есильский р-н, Сыганак 4",https://krisha.kz/a/show/1000260516
1-комнатная квартира · 31.2 м² · 9/12 этаж,12 012 000 〒,Айтматова — Молдагалиева,"Нура р-н, Айтматова — Молдагалиева",https://krisha.kz/a/show/760808396
1-комнатная квартира · 38.6 м² · 5/7 этаж,19 000 000 〒,Болекпаев 10/1,"Алматы р-н, Болекпаев 10/1",https://krisha.kz/a/show/689738986
2-комнатная квартира · 65.7 м² · 11/12 этаж,37 990 000 〒,Культегин 10,Культегин 10,https://krisha.kz/a/show/1000331251
3-комнатная квартира · 82 м² · 6/9 этаж,61 200 000 〒,Панфилова 6-12 — Калдаякова,"Алматы р-н, Панфилова 6-12 — Калдаякова",https://krisha.kz/a/show/696587320
6-комнатная квартира · 256.1 м² · 5/9 этаж,160 000 000 〒,Достык 1,"Есильский р-н, Достык 1",https://krisha.kz/a/show/697222515
1-комнатная квартира · 35 м² · 3/12 этаж,21 000 000 〒,Чингиз Айтматов 77/10,"Нура р-н, Чингиз Айтматов 77/10",https://krisha.kz/a/show/762235178
1-комнатная квартира · 37.4 м² · 3/9 этаж,24 000 000 〒,Анет баба 11,"Нура р-н, Анет баба 11",https://krisha.kz/a/show/761358369
2-комнатная квартира · 45 м² · 6/8 этаж,34 000 000 〒,Айтеке би 3 — Айтеке би,"Нура р-н, Айтеке би 3 — Айтеке би",https://krisha.kz/a/show/762335552
2-комнатная квартира · 47.7 м² · 13/13 этаж,18 500 000 〒,Ракымжан Кошкарбаев 37,"Алматы р-н, Ракымжан Кошкарбаев 37",https://krisha.kz/a/show/761398621
3-комнатная квартира · 72.7 м² · 9/10 этаж,44 300 000 〒,Бухар жирау 25/1 блок 2 КВ 47 — Алейхан Бокейхана,"Есильский р-н, Бухар жирау 25/1 блок 2 КВ 47 — Алейхан Бокейхана",https://krisha.kz/a/show/762058522
1-комнатная квартира · 37 м² · 7/9 этаж,30 000 000 〒,Кабанбай Батыра 38/1,"Есильский р-н, Кабанбай Батыра 38/1",https://krisha.kz/a/show/679123407
3-комнатная квартира · 145.3 м² · 11/20 этаж,61 000 000 〒,Кенесары 65 — Кенесары/Валиханова,"р-н Байконур, Кенесары 65 — Кенесары/Валиханова",https://krisha.kz/a/show/684786212
1-комнатная квартира · 36 м² · 5/13 этаж,17 500 000 〒,Шаймерденов Косшыгулулы 20,Шаймерденов Косшыгулулы 20,https://krisha.kz/a/show/698293638
1-комнатная квартира · 45 м² · 2/17 этаж,30 000 000 〒,52/3 — Букар Жырау,"Есильский р-н, Туран 52/2, 52/3 — Букар Жырау",https://krisha.kz/a/show/762018857
1-комнатная квартира · 37.9 м² · 8/15 этаж,28 000 000 〒,Кабанбай батыра 48,"Есильский р-н, Кабанбай батыра 48",https://krisha.kz/a/show/1000185201
3-комнатная квартира · 85 м² · 6/8 этаж,52 000 000 〒,Баян сулу — Кыз Жибек,"Есильский р-н, мкр Комсомольский, Баян сулу — Кыз Жибек",https://krisha.kz/a/show/699896794
3-комнатная квартира · 85 м² · 12/14 этаж,29 500 000 〒,Максут Нарикбаев — Мухамедханова Нарикбаева,"Есильский р-н, Максут Нарикбаев — Мухамедханова Нарикбаева",https://krisha.kz/a/show/761881248
2-комнатная квартира · 70 м² · 12/14 этаж,29 000 000 〒,Бауыржан Момышулы 16,"Алматы р-н, Бауыржан Момышулы 16",https://krisha.kz/a/show/762013995
1-комнатная квартира · 37.5 м² · 1/9 этаж,18 000 000 〒,Чингиз Айтматов 77/9,"Сарыарка р-н, Чингиз Айтматов 77/9",https://krisha.kz/a/show/761292806
3-комнатная квартира · 147 м² · 3/8 этаж,187 000 000 〒,Акбулак-2,"Алматы р-н, Баглан 5 — Амман, Акбулак-2",https://krisha.kz/a/show/694615714
2-комнатная квартира · 45.5 м²,28 500 000 〒,Ахмет Байтурсынулы 8,"Алматы р-н, Ахмет Байтурсынулы 8",https://krisha.kz/a/show/761984338
2-комнатная квартира · 64 м² · 10/10 этаж,19 000 000 〒,Кургальжинское шоссе 29а — Мухамедханова,"Есильский р-н, Кургальжинское шоссе 29а — Мухамедханова",https://krisha.kz/a/show/1000198546
2-комнатная квартира · 65 м² · 10/17 этаж,64 888 000 〒,Мангилик Ел 61,"Есильский р-н, Мангилик Ел 61",https://krisha.kz/a/show/762280036
2-комнатная квартира · 52 м² · 6/6 этаж,15 400 000 〒,Косшыгулулы 11/3,"Сарыарка р-н, Косшыгулулы 11/3",https://krisha.kz/a/show/1000318152
2-комнатная квартира · 46 м² · 7/16 этаж,34 900 000 〒,напротив Binom,"Есильский р-н, Аль-Фараби 9/1 — Полноценная 2-х, напротив Binom",https://krisha.kz/a/show/762142258
4-комнатная квартира · 115.3 м² · 4/9 этаж,60 000 000 〒,Бухар Жырау 30/1 — проспект Мангилик Ел,"Есильский р-н, Бухар Жырау 30/1 — проспект Мангилик Ел",https://krisha.kz/a/show/762214405
2-комнатная квартира · 67 м² · 10/10 этаж,40 000 000 〒,Бокейхана,"Есильский р-н, Бокейхана",https://krisha.kz/a/show/1000262552
4-комнатная квартира · 159.7 м² · 5/27 этаж,118 000 000 〒,Кошкарбаева — Тауелсиздик,"Алматы р-н, Кошкарбаева — Тауелсиздик",https://krisha.kz/a/show/762200370
2-комнатная квартира · 43.4 м² · 14/21 этаж,28 700 000 〒,Жанибека Тархана 2/6,"р-н Байконур, Жанибека Тархана 2/6",https://krisha.kz/a/show/762060619
3-комнатная квартира · 113 м² · 5/18 этаж,132 900 000 〒,Бухар Жырау — ЛУЧШАЯ ЦЕНА!,"Есильский р-н, Бухар Жырау — ЛУЧШАЯ ЦЕНА!",https://krisha.kz/a/show/699960808
2-комнатная квартира · 39 м² · 8/12 этаж,24 800 000 〒,Жубан Молдагалиева 1 — Айтматова и Молдагалиева,"Нура р-н, Жубан Молдагалиева 1 — Айтматова и Молдагалиева",https://krisha.kz/a/show/1000199450
3-комнатная квартира · 113 м² · 9/10 этаж,49 900 000 〒,Айтеке би 16,"Нура р-н, Айтеке би 16",https://krisha.kz/a/show/762256574
1-комнатная квартира · 31 м² · 7/7 этаж,10 950 000 〒,Ташенова 4/3,"р-н Байконур, Ташенова 4/3",https://krisha.kz/a/show/1000256843
3-комнатная квартира · 46.2 м² · 11/12 этаж,22 500 000 〒,Кабанбай батыра 42,"Есильский р-н, Кабанбай батыра 42",https://krisha.kz/a/show/1000356167
3-комнатная квартира · 79.4 м² · 9/15 этаж,40 000 000 〒,А.Байтұрсынұлы 42/1 — А 98,"Алматы р-н, А.Байтұрсынұлы 42/1 — А 98",https://krisha.kz/a/show/760091651
4-комнатная квартира · 130 м² · 11/17 этаж,85 000 000 〒,Кенесары 2 — Кумисбекова,"Сарыарка р-н, Кенесары 2 — Кумисбекова",https://krisha.kz/a/show/761997308
2-комнатная квартира · 64 м² · 13/14 этаж,26 500 000 〒,Косшыгулулы 7,"Сарыарка р-н, Косшыгулулы 7",https://krisha.kz/a/show/761069018
3-комнатная квартира · 53 м² · 3/5 этаж,19 950 000 〒,ул. Мухтара Ауезова 35,"Сарыарка р-н, ул. Мухтара Ауезова 35",https://krisha.kz/a/show/761736003
